StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent,PID,Meta_Browser,Meta_Version,Meta_Operating System,Meta_Resolution,lt_medicare,sms_disability,lt_suspension,sms_redcross,attentionCheck
8/22/2021 18:35,8/22/2021 18:35,31,9,FALSE,8/23/2021 18:35,R_1OqNDT1Ehz5lJMW,,,,,anonymous,EN,Yes,60ac5bd46d51737a6b001f69,Chrome iPhone,92.0.4515.90,iPhone,375x812,,,,,
8/23/2021 1:40,8/23/2021 1:52,100,678,TRUE,8/23/2021 1:52,R_12sexy9xFjDwhAg,,,,,anonymous,EN,Yes,60fff200fbb57e2fee2c83af,Firefox,91,Windows NT 10.0,1366x768,Real,Real,Fake,Real,7
8/23/2021 1:46,8/23/2021 1:56,100,554,TRUE,8/23/2021 1:56,R_bOreM4DJwnnkwPD,,,,,anonymous,EN,Yes,61031fd3a3a45483205058d5,Firefox,91,Windows NT 10.0,1366x768,Real,Real,Fake,Fake,7
8/23/2021 4:02,8/23/2021 4:11,100,522,TRUE,8/23/2021 4:11,R_3j6xyuqp26XR3ho,,,,,anonymous,EN,Yes,60ffe22d737e77a5440f1391,Firefox,91,Windows NT 10.0,1536x864,Real,Fake,Fake,Fake,7
8/23/2021 4:56,8/23/2021 5:03,100,454,TRUE,8/23/2021 5:03,R_25uuHygfguvLBIu,,,,,anonymous,EN,Yes,5c47515c7379d80001129f53,Chrome,92.0.4515.159,Windows NT 10.0,1536x864,Fake,Fake,Fake,Fake,7
8/23/2021 7:15,8/23/2021 7:25,100,594,TRUE,8/23/2021 7:25,R_1o0ClLCGx86W4Qi,,,,,anonymous,EN,Yes,60746653ed9794e37f1e852b,Chrome,92.0.4515.159,Windows NT 10.0,1280x800,Real,Fake,Real,Real,7
8/23/2021 7:46,8/23/2021 7:54,100,484,TRUE,8/23/2021 7:54,R_1IKpkpukJ1K0Vuw,,,,,anonymous,EN,Yes,5d3116d2f623e900160b5a3d,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Real,Fake,Real,Real,7
8/23/2021 10:43,8/23/2021 10:45,31,93,FALSE,8/24/2021 10:45,R_2atMWKI3r7OMico,,,,,anonymous,EN,Yes,61076d05bb3793dca5a56e6f,Chrome,92.0.4515.107,Macintosh,1440x900,,,,,
8/23/2021 10:57,8/23/2021 10:58,31,61,FALSE,8/24/2021 10:59,R_3m9SKuLJpaTusoN,,,,,anonymous,EN,Yes,610345ceb299e0132938d55c,Safari iPhone,14.0.3,iPhone,414x736,,,,,
8/23/2021 10:58,8/23/2021 10:58,15,3,FALSE,8/24/2021 10:58,R_1GKpljvLIw2uaYx,,,,,anonymous,EN,Yes,,,,,,,,,,
8/23/2021 13:30,8/23/2021 14:07,31,2210,FALSE,8/24/2021 14:07,R_NUOAGWyxAaHtmJH,,,,,anonymous,EN,Yes,5ab6cbbbf69e940001d8e446,Chrome,92.0.4515.159,Windows NT 10.0,1366x768,,,,,
8/23/2021 13:36,8/23/2021 13:39,100,176,TRUE,8/23/2021 13:39,R_2B3buJEgFpMqMKA,,,,,anonymous,EN,Yes,60fd8b1c25fe10912980d749,Chrome,92.0.4515.159,Windows NT 10.0,1536x864,Real,Fake,Fake,Fake,7
8/23/2021 13:46,8/23/2021 13:59,100,795,TRUE,8/23/2021 13:59,R_1q9urYkmv5XQ2Np,,,,,anonymous,EN,Yes,5f3c3a67d38fdc1e96c569e0,Firefox,91,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7
8/23/2021 16:54,8/23/2021 17:03,92,526,FALSE,8/24/2021 17:03,R_24MWY374xnhuwRn,,,,,anonymous,EN,Yes,61063487c8e34fd2b55a1f16,Chrome,92.0.4515.159,Windows NT 10.0,1280x720,Real,Fake,Fake,Real,7
8/23/2021 19:54,8/23/2021 20:04,100,587,TRUE,8/23/2021 20:04,R_12bTVx3RfR1GWW4,,,,,anonymous,EN,Yes,5d0c3381da7493001ab3a903,Chrome,92.0.4515.159,Windows NT 10.0,1440x900,Fake,Fake,Fake,Fake,7
8/23/2021 21:43,8/23/2021 21:48,100,281,TRUE,8/23/2021 21:48,R_zU067Holcfjr2ed,,,,,anonymous,EN,Yes,6106d869d3ffc16d1b3b478d,Safari iPhone,14.1.2,iPhone,414x896,Real,Fake,Real,Fake,7
8/24/2021 2:08,8/24/2021 2:13,100,265,TRUE,8/24/2021 2:13,R_piN0szTNhBJhUBP,,,,,anonymous,EN,Yes,61068acdd5adc7c7712a3d4c,Firefox,91,Windows NT 10.0,1600x900,Real,Fake,Real,Real,7
8/24/2021 2:26,8/24/2021 2:48,100,1362,TRUE,8/24/2021 2:48,R_BqSpBle8uAdozZf,,,,,anonymous,EN,Yes,60e4b3da7ef926bcb18afdf7,Chrome,92.0.4515.159,Windows NT 10.0,1366x768,Real,Fake,Real,Real,7
8/24/2021 6:00,8/24/2021 6:07,100,408,TRUE,8/24/2021 6:07,R_3RaOPX5XPfxv255,,,,,anonymous,EN,Yes,5d271ff12f94c5001582d114,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7
8/24/2021 6:10,8/24/2021 6:10,31,37,FALSE,8/25/2021 6:10,R_0NUGAvueDmx1I77,,,,,anonymous,EN,Yes,5d271ff12f94c5001582d114,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,,,,,
8/24/2021 9:45,8/24/2021 9:51,100,369,TRUE,8/24/2021 9:51,R_3QK7c0Lm4bAtJp1,,,,,anonymous,EN,Yes,60fecb77b17af710deabf1b1,Chrome,92.0.4515.131,Windows NT 10.0,1680x1050,Real,Fake,Real,Real,7
8/24/2021 10:16,8/24/2021 10:40,100,1442,TRUE,8/24/2021 10:40,R_2c1ZnoYfeWgvCtb,,,,,anonymous,EN,Yes,5fe34ca7f314ef7ab0154995,Edge,92.0.902.78,Windows NT 10.0,1920x1080,Real,Fake,Fake,Fake,7
8/24/2021 11:14,8/24/2021 11:18,100,242,TRUE,8/24/2021 11:18,R_2rDx0CZlaAAZ8gl,,,,,anonymous,EN,Yes,61006efb0d539b91a3ef41a9,Chrome,92.0.4515.159,Android 11,432x864,Real,Fake,Real,Real,7
8/24/2021 11:19,8/24/2021 11:25,100,340,TRUE,8/24/2021 11:25,R_2e872U6bfS4PWZL,,,,,anonymous,EN,Yes,5b50881a59119400018abaf3,Firefox,90,Windows NT 10.0,1920x1080,Real,Fake,Fake,Fake,7
8/24/2021 11:25,8/24/2021 11:30,31,317,FALSE,8/25/2021 11:30,R_3CUAag9j9HRYgK3,,,,,anonymous,EN,Yes,5dec6b983ccb8a34a5a001cd,Chrome,92.0.4515.159,Windows NT 6.1,1280x1024,,,,,
8/24/2021 12:33,8/24/2021 13:19,100,2747,TRUE,8/24/2021 13:19,R_2uCblcGPX11RQa8,,,,,anonymous,EN,Yes,60fdfe36de831ad87211e8c0,Safari iPhone,14.0.3,iPhone,414x896,Real,Fake,Fake,Real,7
8/25/2021 7:42,8/25/2021 7:53,100,664,TRUE,8/25/2021 7:53,R_1li2MUO06d9sSOL,,,,,anonymous,EN,Yes,60feceac7002ddcf44f40a12,Chrome,92.0.4515.131,Windows NT 10.0,1366x768,Real,Fake,Fake,Real,7
8/25/2021 9:40,8/25/2021 9:47,100,419,TRUE,8/25/2021 9:47,R_3JgDyambCHMD9Hw,,,,,anonymous,EN,Yes,6105b1b285e91680458bd341,Chrome,92.0.4515.131,Windows NT 10.0,1536x864,Fake,Fake,Real,Real,7
8/25/2021 12:58,8/25/2021 13:04,15,364,FALSE,8/26/2021 13:04,R_1nW10PGYCYyS6ih,,,,,anonymous,EN,Yes,60fce1c1f9abe7218c789767,Chrome,92.0.4515.159,Windows NT 10.0,1536x864,,,,,
8/25/2021 13:06,8/25/2021 13:17,100,687,TRUE,8/25/2021 13:17,R_3NLayo6mtCRRAA1,,,,,anonymous,EN,Yes,60f58e9c1ef304b7d16f6d36,Safari iPhone,14.1.2,iPhone,414x896,Fake,Fake,Real,Fake,7
8/25/2021 13:41,8/25/2021 13:53,100,766,TRUE,8/25/2021 13:53,R_2w7hzO7ijiDJK8E,,,,,anonymous,EN,Yes,60f88c70816f4b09560ea66c,Chrome,92.0.4515.159,Windows NT 10.0,1600x900,Real,Real,Real,Real,7
8/25/2021 14:00,8/25/2021 14:05,100,254,TRUE,8/25/2021 14:05,R_31RxONU7mPECCUv,,,,,anonymous,EN,Yes,60fdc5bcbdcf3ea551f401a2,Chrome,92.0.4515.159,Macintosh,1280x800,Real,Fake,Real,Real,7
8/26/2021 8:33,8/26/2021 11:56,100,12144,TRUE,8/26/2021 11:56,R_XI0d1A1iapF6h1L,,,,,anonymous,EN,Yes,60ec84233f950f7fae756417,Chrome,92.0.4515.159,Macintosh,1440x900,Fake,Fake,Real,Real,7
8/26/2021 11:32,8/26/2021 11:39,100,395,TRUE,8/26/2021 11:39,R_AaDQdaF9tbpCwG5,,,,,anonymous,EN,Yes,60feb2771eb9e6152568d7f6,Chrome,92.0.4515.159,Windows NT 10.0,1366x768,Fake,Fake,Real,Real,7
8/26/2021 12:55,8/26/2021 13:12,100,964,TRUE,8/26/2021 13:12,R_VUWLiX8r7aPiwSZ,,,,,anonymous,EN,Yes,60c9a67ea270ebc2f8574465,Safari,14.1.2,Macintosh,810x1080,Real,Fake,Fake,Real,7
8/26/2021 13:32,8/26/2021 13:37,100,307,TRUE,8/26/2021 13:37,R_3OjiQ3oY3oZkQTS,,,,,anonymous,EN,Yes,60fff601a3df4ed8634c1752,Chrome,90.0.4430.212,Macintosh,1440x900,Fake,Fake,Fake,Real,7
8/26/2021 14:38,8/26/2021 14:45,100,456,TRUE,8/26/2021 14:45,R_3Gm64JjcEnXV9XZ,,,,,anonymous,EN,Yes,5cffe60f6846ae00019d35ef,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Real,Fake,Fake,Fake,7
8/26/2021 22:51,8/26/2021 23:04,100,778,TRUE,8/26/2021 23:04,R_20Y7vjCtKwpel0m,,,,,anonymous,EN,Yes,60dd16a6d16ec5f253b2e29e,Safari,14.1.2,Macintosh,1024x1366,Fake,Fake,Fake,Fake,7
8/27/2021 4:29,8/27/2021 4:36,100,420,TRUE,8/27/2021 4:36,R_2pKciWHd010r0hd,,,,,anonymous,EN,Yes,5c60c5d94464bc00019af3da,Chrome,92.0.4515.130,CrOS x86_64 13982.69.0,1158x772,Real,Fake,Fake,Fake,7
8/27/2021 18:00,8/27/2021 18:03,31,185,FALSE,8/28/2021 18:03,R_2zAXd7pfPsFaGBl,,,,,anonymous,EN,Yes,6005d3aabaf15d515c1361d0,Firefox,91,Windows NT 10.0,1366x768,,,,,
8/28/2021 1:38,8/28/2021 1:49,100,659,TRUE,8/28/2021 1:49,R_3Jl1uXY6Wtg0zoA,,,,,anonymous,EN,Yes,61085bbc439fd5c1253a8130,Chrome,92.0.4515.131,Macintosh,1440x900,Fake,Fake,Fake,Fake,7
8/28/2021 5:19,8/28/2021 5:24,100,267,TRUE,8/28/2021 5:24,R_33yyEkF5k0jeNX2,,,,,anonymous,EN,Yes,5f4c22c2ab3af81227a03aa4,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Real,Real,Real,Fake,7
8/28/2021 12:44,8/28/2021 12:53,100,536,TRUE,8/28/2021 12:53,R_AAwvKZP7bKpMG9b,,,,,anonymous,EN,Yes,60fff9e3ef073814248d306d,Safari,13.1.2,Macintosh,1440x900,Real,Fake,Fake,Real,7
8/28/2021 14:23,8/28/2021 14:23,31,42,FALSE,8/29/2021 14:23,R_paZMkGIKSYLzZUl,,,,,anonymous,EN,Yes,5c46b35f904c420001274333 ,Chrome,90.0.4430.91,Android 6.0.1,360x640,,,,,
8/28/2021 20:27,8/28/2021 20:51,100,1426,TRUE,8/28/2021 20:51,R_2e54vPcJoTE6jUg,,,,,anonymous,EN,Yes,60ff3bcbbf362fb1bb040b4b,Chrome,92.0.4515.159,Macintosh,1440x900,Real,Fake,Fake,Fake,7
8/30/2021 16:22,8/30/2021 16:37,100,931,TRUE,8/30/2021 16:37,R_bqNHwBh00vQBGPT,,,,,anonymous,EN,Yes,6064e2cd0995bb72e2c25e1e,Edge,92.0.902.84,Windows NT 10.0,1280x1024,Fake,Fake,Fake,Real,7
8/31/2021 2:30,8/31/2021 2:34,100,273,TRUE,8/31/2021 2:34,R_21tV9eu2KJQdUdm,,,,,anonymous,EN,Yes,5e8dbd70ddd9ff0479f07766,Chrome,92.0.4515.159,Android 11,393x851,Real,Fake,Fake,Real,7
8/31/2021 2:51,8/31/2021 3:06,100,888,TRUE,8/31/2021 3:06,R_1OIaelId4pKWDkx,,,,,anonymous,EN,Yes,6102756a2155046fe8b0acb5,Chrome,91.0.4472.164,Android 11,412x915,Fake,Fake,Fake,Fake,7
8/31/2021 10:20,8/31/2021 10:30,100,594,TRUE,8/31/2021 10:30,R_3e4tX2oC0uI3CKv,,,,,anonymous,EN,Yes,6004d931c4ea7f3205445823,Edge,92.0.902.84,Windows NT 10.0,1366x768,Fake,Fake,Fake,Fake,7
8/31/2021 11:04,8/31/2021 11:08,31,268,FALSE,9/1/2021 11:08,R_33j92nxTAbtiZpM,,,,,anonymous,EN,Yes,610825d61e2354bae47063f4,Edge,92.0.902.84,Windows NT 10.0,1280x720,,,,,
8/31/2021 11:07,8/31/2021 11:14,100,438,TRUE,8/31/2021 11:14,R_pcRkHG8zJLeG8oh,,,,,anonymous,EN,Yes,60fe6169c9b5850758ac84cc,Firefox,78,Windows NT 10.0,1536x864,Real,Fake,Fake,Fake,7
8/31/2021 19:20,8/31/2021 19:31,100,622,TRUE,8/31/2021 19:31,R_1IapUgKfd66yiJJ,,,,,anonymous,EN,Yes,60fcc20f3286b54d48b32d10,Chrome,92.0.4515.159,Windows NT 10.0,1536x864,Real,Fake,Real,Fake,7
8/31/2021 19:20,8/31/2021 19:47,100,1604,TRUE,8/31/2021 19:47,R_1g6kHHrhrnt8WTS,,,,,anonymous,EN,Yes,60fa4e2cc7cae088b18bbe2d,Chrome,92.0.4515.159,Windows NT 10.0,1280x720,Real,Fake,Fake,Real,7
8/31/2021 19:21,8/31/2021 19:33,100,725,TRUE,8/31/2021 19:33,R_YWeqMCDdaSbeaIx,,,,,anonymous,EN,Yes,5c9fe7385aeef10017150a93,Chrome,92.0.4515.159,Windows NT 10.0,1366x768,Fake,Fake,Fake,Real,7
8/31/2021 19:21,8/31/2021 19:30,100,562,TRUE,8/31/2021 19:30,R_3rHYajIVrzzMK6o,,,,,anonymous,EN,Yes,5e62e02013d10e079abee365,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7
8/31/2021 19:21,8/31/2021 19:35,100,852,TRUE,8/31/2021 19:35,R_12JrWWbkprkME5A,,,,,anonymous,EN,Yes,5d0e9d1bf403080016411381,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Real,Fake,Real,Real,7
8/31/2021 19:21,8/31/2021 19:42,100,1245,TRUE,8/31/2021 19:42,R_2fm8uGa9cnMWWRB,,,,,anonymous,EN,Yes,60ff9a4e2344f776fc62a5a6,Chrome,92.0.4515.159,Windows NT 10.0,1536x864,Fake,Fake,Fake,Fake,7
8/31/2021 19:22,8/31/2021 19:32,100,617,TRUE,8/31/2021 19:32,R_3haa1643D3oc3Zz,,,,,anonymous,EN,Yes,60b81f5f9e32d170d3ab805e,Chrome,92.0.4515.159,Windows NT 10.0,1280x720,Fake,Fake,Fake,Fake,7
8/31/2021 19:22,8/31/2021 19:31,100,556,TRUE,8/31/2021 19:31,R_3lEpoFCoWELUpGg,,,,,anonymous,EN,Yes,60fe228b7d5b57bc96e518be,Chrome,92.0.4515.159,Macintosh,1440x900,Fake,Fake,Real,Real,7
8/31/2021 19:22,8/31/2021 19:39,100,1047,TRUE,8/31/2021 19:39,R_xlNybstD6cDFKtb,,,,,anonymous,EN,Yes,60fadf64707bc7dcf61f9e54,Chrome,92.0.4515.159,Windows NT 10.0,1368x912,Fake,Fake,Fake,Real,7
8/31/2021 19:22,8/31/2021 19:37,100,906,TRUE,8/31/2021 19:37,R_2YaoWjVhnGeMjRg,,,,,anonymous,EN,Yes,6107bc852f7ba141bd4009a1,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7
8/31/2021 19:22,8/31/2021 19:26,100,226,TRUE,8/31/2021 19:26,R_1gBjpcHFmql3BCc,,,,,anonymous,EN,Yes,60fb264b9630580cb9a48380,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7
8/31/2021 19:22,8/31/2021 19:30,100,502,TRUE,8/31/2021 19:30,R_XhwWhuxuWS7rSWR,,,,,anonymous,EN,Yes,5c4c7a1a9446be00017e6b4a,Chrome,92.0.4515.159,Windows NT 10.0,1366x768,Real,Fake,Fake,Fake,7
8/31/2021 19:22,8/31/2021 19:30,92,473,FALSE,9/1/2021 19:30,R_2aEMqIujFfnPCO5,,,,,anonymous,EN,Yes,60fcd9699c3def3068403b90,Safari iPhone,14.1.2,iPhone,414x896,Fake,Fake,Fake,Fake,7
8/31/2021 19:22,8/31/2021 19:54,100,1942,TRUE,8/31/2021 19:54,R_3qg1ZMoDGxtUy7u,,,,,anonymous,EN,Yes,5699cf0625d9e9000db0c789,Chrome,92.0.4515.159,Windows NT 6.1,1280x800,Real,Fake,Fake,Real,7
8/31/2021 19:22,8/31/2021 19:39,100,979,TRUE,8/31/2021 19:39,R_2ayjhjahtD6jEKl,,,,,anonymous,EN,Yes,60a51f35a0db48f89d6f3a72,Chrome,92.0.4515.159,Windows NT 10.0,1366x768,Real,Fake,Fake,Real,7
8/31/2021 19:22,8/31/2021 19:34,31,687,FALSE,9/1/2021 19:34,R_3Hk2i4CeeTi8rdB,,,,,anonymous,EN,Yes,60ca9b46986f81ab8f603a76,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,,,,,
8/31/2021 19:22,8/31/2021 19:42,100,1197,TRUE,8/31/2021 19:42,R_Z1QHyFImIYnO4ZX,,,,,anonymous,EN,Yes,608ca27f0fc273d395eb58bd,Chrome,92.0.4515.159,Windows NT 10.0,2560x1440,Fake,Fake,Fake,Real,7
8/31/2021 19:22,8/31/2021 19:40,100,1037,TRUE,8/31/2021 19:40,R_scGk3QoGKMhfF73,,,,,anonymous,EN,Yes,5db9a46ff8e3f9000f88cb85,Chrome,92.0.4515.159,Windows NT 10.0,1366x768,Real,Fake,Fake,Real,7
8/31/2021 19:23,8/31/2021 19:50,100,1616,TRUE,8/31/2021 19:50,R_3hrm1jhB8NM5qnd,,,,,anonymous,EN,Yes,5d84e353a954540015f51437,Chrome,92.0.4515.159,Windows NT 10.0,1280x800,Fake,Fake,Fake,Fake,7
8/31/2021 19:24,8/31/2021 19:35,100,656,TRUE,8/31/2021 19:35,R_3oL3Hy8y7eE5q1E,,,,,anonymous,EN,Yes,60f6e30863cdeb849cbeb338,Chrome,92.0.4515.159,Windows NT 6.1,1920x1080,Real,Fake,Real,Real,7
8/31/2021 19:25,8/31/2021 19:36,100,674,TRUE,8/31/2021 19:36,R_2wnvBwIV0LfodVP,,,,,anonymous,EN,Yes,60fd84bd019682124d96c178,Chrome,92.0.4515.159,Macintosh,1920x1080,Real,Fake,Fake,Real,7
8/31/2021 19:25,8/31/2021 19:33,100,448,TRUE,8/31/2021 19:33,R_10UkUFPmPBxbS23,,,,,anonymous,EN,Yes,610761697f759faefc3ef8a4,Edge,92.0.902.84,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7
8/31/2021 19:25,8/31/2021 19:38,92,791,FALSE,9/1/2021 19:38,R_UYHQ0xLIMl2taI9,,,,,anonymous,EN,Yes,60ff4f840fb5130859720ab8,Chrome,92.0.4515.159,Windows NT 10.0,1366x768,Real,Fake,Fake,Real,7
8/31/2021 19:26,8/31/2021 19:43,100,1004,TRUE,8/31/2021 19:43,R_1MZknNqsNLziHfH,,,,,anonymous,EN,Yes,61075aa2ed2f03c2d2207333,Chrome,92.0.4515.159,Windows NT 10.0,1536x864,Fake,Fake,Fake,Fake,7
8/31/2021 19:27,8/31/2021 19:36,100,574,TRUE,8/31/2021 19:36,R_PTDZ3oYa7hhpvxf,,,,,anonymous,EN,Yes,6104fb5182a55ebcc8fa23f6,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Real,Fake,Real,Real,7
8/31/2021 19:28,8/31/2021 19:39,100,654,TRUE,8/31/2021 19:39,R_300E5vl2HSuu6ml,,,,,anonymous,EN,Yes,60b5141acdfeaaf91d9dc145,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7
8/31/2021 19:28,8/31/2021 19:38,100,626,TRUE,8/31/2021 19:38,R_1CrMCXsqCPvFUPR,,,,,anonymous,EN,Yes,5ce83f6ffdd26c00193b9611,Safari,14.1.2,Macintosh,1440x900,Real,Fake,Fake,Fake,7
8/31/2021 19:28,8/31/2021 19:32,100,239,TRUE,8/31/2021 19:32,R_2VmYAYwro83tHGY,,,,,anonymous,EN,Yes,60fceb09d883428881080288,Firefox,91,Windows NT 10.0,1280x720,Real,Real,Fake,Real,7
8/31/2021 19:29,8/31/2021 19:30,31,45,FALSE,9/1/2021 19:30,R_1mQKtkGYuWKwBhH,,,,,anonymous,EN,Yes,5c2fcd716ea6880001dc8e3d,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,,,,,
8/31/2021 19:29,8/31/2021 19:35,100,356,TRUE,8/31/2021 19:35,R_1MN8UytE1GAXNGO,,,,,anonymous,EN,Yes,6102d5d7abe18828f4da2e1c,Chrome,92.0.4515.159,Macintosh,1440x900,Real,Fake,Fake,Real,7
8/31/2021 19:29,8/31/2021 19:42,100,760,TRUE,8/31/2021 19:42,R_2XbaprJqflLluKX,,,,,anonymous,EN,Yes,61054d7b950d67c533ffd1ed,Safari,14.1.2,Macintosh,1280x800,Fake,Fake,Fake,Real,7
8/31/2021 19:30,8/31/2021 19:36,92,369,FALSE,9/1/2021 19:36,R_2eV9e0amDgeH7f8,,,,,anonymous,EN,Yes,60fd87a7ef56c24b82bfc10f,Safari iPhone,14.0.2,iPhone,414x736,Fake,Fake,Fake,Real,7
8/31/2021 19:30,8/31/2021 19:33,100,161,TRUE,8/31/2021 19:33,R_2UXVVEIzj6odFHK,,,,,anonymous,EN,Yes,5c2fcd716ea6880001dc8e3d,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Real,Fake,Fake,Real,7
8/31/2021 19:30,8/31/2021 19:31,31,19,FALSE,9/1/2021 19:31,R_2OW5Lza3j6AvRmd,,,,,anonymous,EN,Yes,60fcbd2c3c4060cb6d444b7e,Safari,14.1.2,Macintosh,834x1112,,,,,
8/31/2021 19:31,8/31/2021 19:54,100,1379,TRUE,8/31/2021 19:54,R_2wt57AgPWKVvIep,,,,,anonymous,EN,Yes,60fdf6d816eb4e1216396a99,Chrome,92.0.4515.107,Macintosh,1280x800,Real,Fake,Fake,Real,7
8/31/2021 19:31,8/31/2021 19:37,100,347,TRUE,8/31/2021 19:37,R_24DcPt5hPFbRD8o,,,,,anonymous,EN,Yes,5a94c0b7b5e2110001c6891e,Chrome,92.0.4515.159,Windows NT 10.0,2560x1080,Real,Fake,Fake,Fake,7
8/31/2021 19:31,8/31/2021 19:47,100,919,TRUE,8/31/2021 19:47,R_4Vjrxyr8hzGIuAx,,,,,anonymous,EN,Yes,60f9bf906d1a202d1ff18af7,Chrome,92.0.4515.166,Linux x86_64,384x811,Real,Fake,Fake,Real,7
8/31/2021 19:32,8/31/2021 19:44,100,753,TRUE,8/31/2021 19:44,R_QoxZCONnjZT71Dz,,,,,anonymous,EN,Yes,5e6ffd6d3ac32e5c926e4ddf,Firefox,91,Windows NT 10.0,1366x768,Fake,Fake,Fake,Fake,7
8/31/2021 19:33,8/31/2021 19:41,100,465,TRUE,8/31/2021 19:41,R_2QW0o79O3erEN6r,,,,,anonymous,EN,Yes,6101f85d117c1a39ed7f9044,Safari iPhone,14.1.2,iPhone,375x667,Real,Fake,Fake,Real,7
8/31/2021 19:34,8/31/2021 19:46,100,730,TRUE,8/31/2021 19:46,R_QmnvYuMJj1F18vD,,,,,anonymous,EN,Yes,55ad97ccfdf99b740305202f,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Real,Fake,Fake,Fake,7
8/31/2021 19:34,8/31/2021 19:44,100,599,TRUE,8/31/2021 19:44,R_3jViA5ko6FCDRpU,,,,,anonymous,EN,Yes,600c167e28de48080e812884,Chrome,92.0.4515.159,Windows NT 10.0,1366x768,Fake,Fake,Fake,Fake,7
8/31/2021 19:36,8/31/2021 19:40,100,275,TRUE,8/31/2021 19:40,R_21go4UKv6xvS7Sx,,,,,anonymous,EN,Yes,60fdfb0367086eb4507364d7,Chrome,92.0.4515.159,Macintosh,1440x900,Real,Fake,Fake,Real,7
8/31/2021 19:37,8/31/2021 19:58,100,1222,TRUE,8/31/2021 19:58,R_1jSNqzxNiUAnadn,,,,,anonymous,EN,Yes,61003a57b29e11c1531ed75f,Firefox,91,Windows NT 10.0,1366x768,Fake,Fake,Fake,Fake,7
8/31/2021 19:39,8/31/2021 19:47,100,520,TRUE,8/31/2021 19:47,R_1q7F7LO6wlXWV36,,,,,anonymous,EN,Yes,60749fbe5ab91beb87c3de6e,Chrome,92.0.4515.159,Macintosh,1440x900,Real,Fake,Fake,Fake,7
8/31/2021 19:39,8/31/2021 19:58,100,1120,TRUE,8/31/2021 19:58,R_2CKdwDItqhw0iHN,,,,,anonymous,EN,Yes,5fa6ce1ded47dd36825f00d7,Chrome,92.0.4515.159,Windows NT 10.0,1280x800,Fake,Fake,Fake,Real,7
8/31/2021 19:40,8/31/2021 19:50,100,590,TRUE,8/31/2021 19:50,R_1MYBoTBmbTB8ruz,,,,,anonymous,EN,Yes,5f959bff10d95b08508e54fe,Edge,92.0.902.84,Windows NT 10.0,1366x768,Fake,Fake,Real,Real,7
8/31/2021 19:40,8/31/2021 19:48,100,474,TRUE,8/31/2021 19:48,R_2D0lcZJtZz7Hwvg,,,,,anonymous,EN,Yes,60fdc7da8ad717ec047b2b47,Chrome,92.0.4515.159,Windows NT 10.0,1280x800,Fake,Fake,Fake,Fake,7
8/31/2021 19:41,8/31/2021 19:46,100,333,TRUE,8/31/2021 19:46,R_1hVVjGhEKzY6Stt,,,,,anonymous,EN,Yes,6101ca2b4ef4ff44381fe3cd,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Real,Fake,Real,Fake,7
8/31/2021 19:42,8/31/2021 19:53,100,664,TRUE,8/31/2021 19:53,R_2ageH9Gzg9Tpf4Z,,,,,anonymous,EN,Yes,60fcc7e11cf36a397867dd8c,Safari,14.1.2,Macintosh,810x1080,Real,Fake,Fake,Real,7
8/31/2021 19:45,8/31/2021 19:54,100,548,TRUE,8/31/2021 19:54,R_2SBNep5MWZ1pecg,,,,,anonymous,EN,Yes,598cc899e339120001fb88c6,Edge,92.0.902.84,Windows NT 10.0,1920x1080,Fake,Fake,Fake,Real,7
8/31/2021 19:48,8/31/2021 19:53,100,347,TRUE,8/31/2021 19:53,R_3fd8GLXINeLTYkX,,,,,anonymous,EN,Yes,5c8198fcf29fd90001a2b9c9,Edge,92.0.902.84,Windows NT 10.0,1280x720,Fake,Fake,Fake,Fake,7
8/31/2021 19:49,8/31/2021 19:59,100,616,TRUE,8/31/2021 19:59,R_29aY9nEGKqNRyFx,,,,,anonymous,EN,Yes,60e7bdb3754edaeb7c75fec5,Chrome,92.0.4515.159,Windows NT 10.0,1920x1080,Real,Fake,Fake,Real,7
