session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
6099f29c60d5891242257337,602e3fdbe1317694bd1d6a4a,APPROVED,2021-05-11 02:57:34.819000,2021-05-11 02:59:35.582000,120.763,36,273,0,100,2021-05-14 03:00:06.154000,3E161575,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Female,No
6099f2b0e4c75fdd98f4af91,55d10258a392570012ea105b,APPROVED,2021-05-11 02:57:56.829000,2021-05-11 02:59:13.094000,76.265,38,1271,15,97,2021-05-14 03:00:07.679000,3E161575,United States,United States,Other,White,English,United States,Female,No
6099f2ba5d94577b3f1587d1,5bca2688526bab000199550a,TIMED-OUT,2021-05-11 02:58:04.590000,,292575.030214,34,181,0,100,,,Iraq,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Female,No
6099f2d8e3be2287a3b8a585,5dc88a6643755e5f227e0488,APPROVED,2021-05-11 02:58:34.671000,2021-05-11 03:01:32.167000,177.496,21,377,1,100,2021-05-14 02:25:21.469000,3E161575,United States,United States,Unemployed (and job seeking),Black,English,United States,Male,Yes
6099f2ecba7cb45dc4006f8d,5a8ce265000dab00018ce084,APPROVED,2021-05-11 02:59:42.798000,2021-05-11 03:05:51.532000,368.734,51,911,3,100,2021-05-14 02:37:45.260000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
6099f300b4491d3b7234cf72,5fecc7dba53c57e979fd4751,APPROVED,2021-05-11 02:59:37.530000,2021-05-11 03:28:54.280000,1756.75,29,286,3,99,2021-05-14 02:17:56.823000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
6099f318a2487cccbc7d2eb3,5a876665ae9a0b0001a9fbe3,APPROVED,2021-05-11 02:59:41.674000,2021-05-11 03:01:44.670000,122.996,32,888,2,100,2021-05-14 02:42:55.079000,3E161575,United States,United States,"Not in paid work (e.g. homemaker, retired or disabled)",White,English,United States,Male,No
6099f31b94e1ca2fbb57d0b8,5cf8219836869400193acf21,APPROVED,2021-05-11 02:59:41.030000,2021-05-11 03:03:46.147000,245.117,20,74,1,100,2021-05-14 02:53:22.983000,3E161575,United States,United States,Part-Time,White,English,United States,Female,Yes
6099f368d92e0f7b5394d507,5ac560359534ba0001c74715,APPROVED,2021-05-11 03:00:56.955000,2021-05-11 03:02:26.561000,89.606,30,1042,6,100,2021-05-14 02:42:59.072000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f36fb96089452a3b1a7d,607e806ce707a9dd96c34ebf,APPROVED,2021-05-11 03:01:08.490000,2021-05-11 03:08:06.191000,417.701,29,28,0,100,2021-05-14 02:53:25.649000,3E161575,United States,United States,Due to start a new job within the next month,White,,United States,Female,No
6099f378947b5636581b3617,5dcfb699ac504a0ccd1c3390,APPROVED,2021-05-11 03:01:27.169000,2021-05-11 03:08:46.420000,439.251,55,78,1,99,2021-05-14 02:44:47.960000,3E161575,Brazil,United States,Unemployed (and job seeking),Other,English,United States,Female,No
6099f39027ab3dd083adc63c,5f7779300a7c7d2c123a7209,APPROVED,2021-05-11 03:01:42.456000,2021-05-11 03:03:44.066000,121.61,72,306,3,99,2021-05-14 02:30:10.141000,3E161575,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Female,No
6099f391382ca0a747baf5b7,5dcdd7bf324a3d0a6c24b608,APPROVED,2021-05-11 03:01:41.421000,2021-05-11 03:04:07.585000,146.164,24,211,1,100,2021-05-14 02:17:58.691000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f3a47e6c6f71196803e6,5f420d1c13ccec013f15fd32,APPROVED,2021-05-11 03:02:09.845000,2021-05-11 03:15:12.308000,782.463,35,661,3,100,2021-05-14 03:00:11.453000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Female,No
6099f3a5b8fc4c54841c2540,5bb956946322c5000159dd42,APPROVED,2021-05-11 03:02:04.515000,2021-05-11 03:06:54.002000,289.487,77,282,4,97,2021-05-14 02:45:16.912000,3E161575,United States,United States,Part-Time,White,English,United States,Male,No
6099f3a6f34faf3a294cc023,5655f5bad970d1000b831fbb,APPROVED,2021-05-11 03:01:58.948000,2021-05-11 03:04:22.964000,144.016,25,638,7,99,2021-05-14 02:18:00.108000,3E161575,United States,United States,Unemployed (and job seeking),White,English,United States,Male,No
6099f3c2303dd70fbb7a9a17,5de84ccaeddfc97c4eed1f5d,APPROVED,2021-05-11 03:02:40.401000,2021-05-11 03:06:09.202000,208.801,32,452,2,100,2021-05-14 02:43:02.378000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f3ce6f26aa8861d5bf7f,609658948405059758da36af,APPROVED,2021-05-11 03:02:40.325000,2021-05-11 03:05:04.970000,144.645,32,21,0,100,2021-05-14 02:43:04.527000,3E161575,United States,United States,Unemployed (and job seeking),White,,United States,Male,No
6099f3d35cccc65a5db7773b,56875435369319000c26947d,APPROVED,2021-05-11 03:02:47.499000,2021-05-11 03:04:47.202000,119.703,34,820,12,97,2021-05-14 02:43:05.734000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f3d536cb9d529918dd1a,5fecf986b890b1a4fe967c61,APPROVED,2021-05-11 03:02:49.542000,2021-05-11 03:10:26.084000,456.542,36,320,1,100,2021-05-14 02:43:09.593000,3E161575,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,No
6099f3e4d9e8d68d4c4c17d4,5e0b6f9f53b56e39109329e4,APPROVED,2021-05-11 03:03:05.931000,2021-05-11 03:05:57.773000,171.842,49,312,1,100,2021-05-14 02:22:48.485000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
6099f3f087a633e377fa60ba,5fefe60a705a1fea04348290,APPROVED,2021-05-11 03:04:26.298000,2021-05-11 03:07:42.335000,196.037,45,349,0,100,2021-05-14 02:20:01.176000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
6099f3ff36cb9d529918dd1c,5ffdf62d9169a23d1edaceab,APPROVED,2021-05-11 03:03:31.606000,2021-05-11 03:06:07.557000,155.951,36,206,2,99,2021-05-14 02:43:11.503000,3E161575,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,No
6099f416550a521e0e9a0e1f,5ea70b0537c5170b90ece8ac,APPROVED,2021-05-11 03:03:50.648000,2021-05-11 03:04:50.518000,59.87,29,993,3,100,2021-05-14 02:54:42.414000,3E161575,United States,United States,Full-Time,Mixed,English,United States,Male,No
6099f42060d589124225733c,5f0ba373cd19f5114a4c963a,APPROVED,2021-05-11 03:04:04.540000,2021-05-11 03:08:26.291000,261.751,41,354,0,100,2021-05-14 02:20:02.991000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f422e2c8a96f73526fac,5a5f8cc7eedc32000142dcc3,APPROVED,2021-05-11 03:04:06.027000,2021-05-11 03:11:06.824000,420.797,65,1200,0,100,2021-05-14 02:45:19.949000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
6099f43c335e4d5724367070,609102436619a1adb428db57,APPROVED,2021-05-11 03:04:47.725000,2021-05-11 03:07:22.032000,154.307,21,29,0,100,2021-05-14 02:54:45.712000,3E161575,United States,United States,Unemployed (and job seeking),Mixed,,United States,Male,Yes
6099f46f9ec9657f7bae0280,5bb38429cb3a010001799c37,APPROVED,2021-05-11 03:05:23.913000,2021-05-11 03:08:54.727000,210.814,52,287,5,96,2021-05-14 02:57:24.573000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United States,Male,No
6099f47f3930782115f017ae,5fdd0d72398b8b377701485f,APPROVED,2021-05-11 03:05:38.794000,2021-05-11 03:06:57.194000,78.4,46,210,0,100,2021-05-14 02:20:05.248000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,Yes
6099f480462d9bd8bfaf361f,5de0815e0f8b67104a93b9b7,APPROVED,2021-05-11 03:05:54.317000,2021-05-11 03:11:23.752000,329.435,31,322,3,99,2021-05-14 02:25:08.274000,3E161575,China,United States,Full-Time,Asian,Chinese,United States,Female,No
6099f484e8f33fceb93f52a2,5727aecae386b9000f4000cd,APPROVED,2021-05-11 03:05:42.106000,2021-05-11 03:08:22.914000,160.808,38,360,0,100,2021-05-14 03:00:13.805000,3E161575,United States,United States,Part-Time,White,DATA EXPIRED,United States,Female,No
6099f4878d86060df0a5bdd2,5e3dff6b8714b707b9a258b0,APPROVED,2021-05-11 03:05:43.742000,2021-05-11 03:10:28.836000,285.094,37,872,2,100,2021-05-14 02:43:13.038000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,Yes
6099f48e61a6f9ead5374281,605f7137ced691969045c606,APPROVED,2021-05-11 03:05:55.671000,2021-05-11 03:10:57.009000,301.338,37,148,0,100,2021-05-14 02:29:11.262000,3E161575,United States,United States,Other,Other,DATA EXPIRED,United States,Female,Yes
6099f4958b70b046ebb47cd5,5e3581ed0082f15283413024,APPROVED,2021-05-11 03:05:59.770000,2021-05-11 03:08:48.603000,168.833,60,1117,8,99,2021-05-14 02:45:23.552000,3E161575,Italy,United States,Full-Time,White,Italian,United States,Male,No
6099f4e6f5af48729994811d,5df861926aab7c5f659dfd85,APPROVED,2021-05-11 03:07:21.386000,2021-05-11 03:10:42.763000,201.377,52,656,0,100,2021-05-14 02:37:49.071000,3E161575,United States,United States,Other,White,English,United States,Female,No
6099f4f2fbc4ff24e7d292f9,59c843b646f72100019067ce,APPROVED,2021-05-11 03:07:33.222000,2021-05-11 03:14:09.309000,396.087,49,1532,7,99,2021-05-14 02:54:46.818000,3E161575,United States,United States,Other,Black,English,United States,Female,No
6099f50bb62820038c47cfc9,56c8915edfea6c000cb29c98,APPROVED,2021-05-11 03:08:00.984000,2021-05-11 03:11:15.215000,194.231,40,1898,6,100,2021-05-14 02:55:40.575000,3E161575,United States,United States,Full-Time,Asian,English,United States,Female,No
6099f55ab65fea0b46e07688,5f2b33aeda65b0569e41f809,APPROVED,2021-05-11 03:09:16.987000,2021-05-11 03:12:30.705000,193.718,32,373,4,97,2021-05-14 02:25:10.211000,3E161575,United States,United States,Full-Time,Asian,English,United States,Female,No
6099f59aff712b552fcdbee1,5dc4e36b9db53c38f9c4d208,APPROVED,2021-05-11 03:10:32.358000,2021-05-11 03:17:01.845000,389.487,50,434,2,100,2021-05-14 02:52:03.247000,3E161575,Kenya,United States,Full-Time,Black,Swahili,United States,Female,No
6099f5b3303dd70fbb7a9a1a,5f601f61ff845510e5aebc52,APPROVED,2021-05-11 03:10:48.288000,2021-05-11 03:15:24.777000,276.489,23,388,1,100,2021-05-14 02:58:37.754000,3E161575,United States,United States,Other,Other,DATA EXPIRED,United States,Male,Yes
6099f5bf4dd50a4d86b657e4,5ae7f99bd5ec5e000175f097,APPROVED,2021-05-11 03:10:58.487000,2021-05-11 03:12:05.149000,66.662,38,1121,0,100,2021-05-14 02:43:15.935000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f5c7cbe3a63b3d250a55,55b0eabffdf99b2228330785,TIMED-OUT,2021-05-11 03:11:08.840000,,291791.043277,66,1432,1,100,,,United States,United States,"Not in paid work (e.g. homemaker, retired or disabled)",White,English,United States,Female,No
6099f5ca7f8ccac95be3733a,5ecb56adac7e046e1228e98d,APPROVED,2021-05-11 03:11:09.590000,2021-05-11 03:14:57.854000,228.264,42,603,1,100,2021-05-14 02:22:50.139000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
6099f626c278b527b36cece0,5a063c2d844c7a00015e477d,APPROVED,2021-05-11 03:13:15.704000,2021-05-11 03:18:35.739000,320.035,32,910,2,100,2021-05-14 02:43:20.361000,3E161575,United States,United States,Due to start a new job within the next month,White,English,United States,Male,No
6099f660234fcb98ea8568e8,608948682638384fbb33691d,APPROVED,2021-05-11 03:14:11.663000,2021-05-11 03:21:01.086000,409.423,39,36,0,100,2021-05-14 02:43:23.315000,3E161575,DATA EXPIRED,,Full-Time,White,DATA EXPIRED,United States,Male,No
6099f671fce3b9f6df407087,606494356a5fe78b777c009f,APPROVED,2021-05-11 03:13:55.741000,2021-05-11 03:15:55.455000,119.714,23,103,0,100,2021-05-14 02:18:02.824000,3E161575,United States,United States,Unemployed (and job seeking),White,,United States,Male,Yes
6099f674822178a48234e955,5dd0d2f02b033b190687eaee,APPROVED,2021-05-11 03:13:59.419000,2021-05-11 03:24:26.691000,627.272,67,629,2,100,2021-05-14 02:45:26.990000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
6099f674cf2cd34312ead424,5dd377202b033b36b2fb2722,APPROVED,2021-05-11 03:14:04.062000,2021-05-11 03:16:35.662000,151.6,34,114,1,100,2021-05-14 02:51:26.392000,3E161575,United States,United States,Full-Time,Mixed,English,United States,Female,No
6099f678fcb52315eea66598,5ee4b29de1640f1bc85da97b,APPROVED,2021-05-11 03:14:09.724000,2021-05-11 03:23:02.542000,532.818,60,836,4,100,2021-05-14 02:45:30.462000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f682b8fc4c54841c254a,5dea794adf55eb196607c316,APPROVED,2021-05-11 03:14:25.282000,2021-05-11 03:17:51.797000,206.515,25,166,0,100,2021-05-14 02:18:04.392000,3E161575,United States,United States,Part-Time,White,Serbian,United States,Male,No
6099f68caaeb5147d6ac1c2a,5bde6c564842880001308324,APPROVED,2021-05-11 03:14:45.681000,2021-05-11 03:29:40.784000,895.103,52,696,1,100,2021-05-14 02:37:51.592000,3E161575,United States,United States,Part-Time,White,English,United States,Female,No
6099f6b2dff7ba77d0276550,6057b1a36c955bab2ad1d5df,APPROVED,2021-05-11 03:15:00.506000,2021-05-11 03:18:08.348000,187.842,21,83,0,100,2021-05-14 02:53:26.849000,3E161575,United States,United States,Part-Time,White,,United States,Female,Yes
6099f6b58c4f179727720903,5e44d46ad8726835dd8c2325,APPROVED,2021-05-11 03:15:05.076000,2021-05-11 03:18:53.209000,228.133,40,287,2,99,2021-05-14 02:20:07.045000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f6bc822178a48234e956,5bf349126f97050001e6a6e6,APPROVED,2021-05-11 03:15:11.888000,2021-05-11 03:29:49.811000,877.923,67,156,0,100,2021-05-14 02:30:11.938000,3E161575,United States,United States,,White,English,United States,Female,
6099f6c0f4956a9e6916f119,5f76586f6ce6850f223a25ab,APPROVED,2021-05-11 03:15:14.974000,2021-05-11 03:18:14.929000,179.955,30,608,1,100,2021-05-14 02:43:24.485000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,DATA EXPIRED,United States,Male,Yes
6099f6e9336f2a45c5694919,5ef035131f1b2a546b44c391,APPROVED,2021-05-11 03:16:00.517000,2021-05-11 03:32:12.499000,971.982,69,714,7,98,2021-05-14 02:41:30.666000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",Asian,English,United States,Male,No
6099f6f7fbc4ff24e7d292fd,5e16a948dc8535c7387936e9,APPROVED,2021-05-11 03:16:10.027000,2021-05-11 03:17:43.761000,93.734,27,311,0,100,2021-05-14 02:18:05.741000,3E161575,United States,United States,DATA EXPIRED,White,English,United States,Male,No
6099f722b65fea0b46e0768e,5c708f304e22e30001d94c36,APPROVED,2021-05-11 03:16:53.041000,2021-05-11 03:19:37.214000,164.173,42,1195,13,97,2021-05-14 02:22:52.942000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
6099f73a047ffd4a81730612,5b53fe4cc09af90001f11e1b,APPROVED,2021-05-11 03:17:17.204000,2021-05-11 03:19:41.458000,144.254,33,1284,0,100,2021-05-14 03:00:15.526000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
6099f73f0f9733903a1cbdef,5facc4201f33582f15dcf9bf,APPROVED,2021-05-11 03:17:24.710000,2021-05-11 03:22:30.497000,305.787,72,376,3,100,2021-05-14 02:45:33.442000,3E161575,United States,United States,Other,White,DATA EXPIRED,United States,Male,No
6099f742822178a48234e958,6044b19e0d94f1540393766d,APPROVED,2021-05-11 03:17:26.393000,2021-05-11 03:21:55.047000,268.654,31,75,0,100,2021-05-14 02:43:27.759000,3E161575,United States,United States,,White,,United States,Male,
6099f7500d11eb156c7b18e7,5d7989d048563d00169163f3,APPROVED,2021-05-11 03:17:39.250000,2021-05-11 03:20:30.075000,170.825,42,907,2,100,2021-05-14 02:54:52.473000,3E161575,United States,United States,Part-Time,Black,English,United States,Female,No
6099f758d3fdf45e221b3868,606a76fe2af44e35f147d493,APPROVED,2021-05-11 03:17:44.689000,2021-05-11 03:20:38.999000,174.31,53,174,0,100,2021-05-14 02:26:07.018000,3E161575,Serbia,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
6099f75bb5a1c88ea65a6860,59e91cebae9f950001d8466a,APPROVED,2021-05-11 03:17:50.306000,2021-05-11 03:22:41.519000,291.213,30,1541,2,100,2021-05-14 03:00:21.087000,3E161575,United States,United States,Part-Time,White,English,United States,Female,No
6099f7659f96b218bd6319ea,5a6ab0fbab58b500015f29db,APPROVED,2021-05-11 03:21:24.076000,2021-05-11 03:26:19.023000,294.947,41,1581,0,100,2021-05-14 02:58:45.343000,3E161575,United States,United States,Full-Time,Mixed,English,United States,Female,No
6099f76656467bca5a3350de,5eb4d812d25d2534cacd8c68,APPROVED,2021-05-11 03:18:00.493000,2021-05-11 03:19:55.219000,114.726,22,654,1,100,2021-05-14 02:53:28.043000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
6099f770b21f65c268bfd1c4,5d30d94d6c17550001d3ba17,APPROVED,2021-05-11 03:18:12.144000,2021-05-11 03:20:25.322000,133.178,44,801,4,99,2021-05-14 02:20:08.691000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f790cd0409bb2ec002fa,5d256c9b3eee7d001541a073,APPROVED,2021-05-11 03:18:43.033000,2021-05-11 03:23:17.956000,274.923,37,1127,2,100,2021-05-14 03:00:25.350000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
6099f79ad369c283398aee28,5a596a5ce0cf3d0001266b26,APPROVED,2021-05-11 03:18:50.685000,2021-05-11 03:21:47.412000,176.727,43,541,7,97,2021-05-14 02:54:55.486000,3E161575,United States,United States,Full-Time,Black,English,United States,Female,No
6099f79c7e6c6f71196803f2,5ddc44d65a40f2bb49218200,APPROVED,2021-05-11 03:18:59.547000,2021-05-11 03:29:30.027000,630.48,64,667,0,100,2021-05-14 02:30:13.439000,3E161575,United States,United States,Part-Time,White,English,United States,Female,No
6099f7bee6e5eb955dfbf017,5f5c4b9c062e0f43a15ed050,APPROVED,2021-05-11 03:19:29.305000,2021-05-11 03:21:29.680000,120.375,31,457,1,100,2021-05-14 02:43:28.963000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
6099f7d657bcb1b42c9ce909,5bd7cfec0aac450001f95edd,APPROVED,2021-05-11 03:20:02.379000,2021-05-11 03:25:42.164000,339.785,35,382,6,96,2021-05-14 03:00:28.914000,3E161575,United States,United States,Full-Time,White,English,United States,Female,Yes
6099f7ed4e703f6d6bb71dfb,5d46e2e2291942001c2bf6d8,APPROVED,2021-05-11 03:20:18.289000,2021-05-11 03:27:52.769000,454.48,39,589,4,99,2021-05-14 02:43:31.017000,3E161575,United States,United States,Unemployed (and job seeking),White,English,United States,Male,No
6099f803047ffd4a81730617,5cea6a19be3e050016bf85f2,RETURNED,2021-05-11 03:30:35.358000,,290624.719857,35,115,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6099f81a3071224aa2641462,606cba49bb285f26a3afee25,APPROVED,2021-05-11 03:21:03.121000,2021-05-11 03:31:34.674000,631.553,60,190,3,99,2021-05-14 02:45:35.515000,3E161575,United States,,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,,United States,Male,No
6099f82522d275f88bbe181f,55aeaeb3fdf99b5c769f1f7c,APPROVED,2021-05-11 03:21:16.684000,2021-05-11 03:24:52.470000,215.786,58,2506,10,100,2021-05-14 02:26:08.449000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f827cb6c89ceba17b8a5,5ef89a2c9e87965fc67387c8,APPROVED,2021-05-11 03:21:15.968000,2021-05-11 03:24:48.033000,212.065,31,510,3,100,2021-05-14 03:00:30.731000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
6099f830cce76ed409bdb38e,5f7e4fbc36d39211c80599fe,APPROVED,2021-05-11 03:21:24.030000,2021-05-11 03:22:32.605000,68.575,30,672,7,99,2021-05-14 02:56:18.396000,3E161575,United States,United States,Full-Time,Asian,DATA EXPIRED,United States,Male,No
6099f831f5da71754a2e8279,54847f1cfdf99b07b28f22f9,APPROVED,2021-05-11 03:21:28.267000,2021-05-11 03:33:22.840000,714.573,48,1608,4,100,2021-05-14 02:56:59.560000,3E161575,United States,United States,Other,Black,English,United States,Male,No
6099f84dece239bcf24a3e89,606d3f6d8640081458ac2245,APPROVED,2021-05-11 03:21:53.185000,2021-05-11 03:23:57.588000,124.403,38,202,0,100,2021-05-14 02:25:12.631000,3E161575,Hong Kong,United States,Part-Time,Asian,DATA EXPIRED,United States,Female,No
6099f8833b8568196e45cbff,5c1ebaf4f1018d0001c46f9d,APPROVED,2021-05-11 03:22:43.769000,2021-05-11 03:24:59.598000,135.829,27,330,1,100,2021-05-14 02:53:30.477000,3E161575,United States,United States,Unemployed (and job seeking),White,English,United States,Female,No
6099f88d49170a4a4ac907a7,6080df1d99bd47d51144ece1,APPROVED,2021-05-11 03:23:00.192000,2021-05-11 03:27:07.992000,247.8,24,26,0,100,2021-05-14 02:53:32.267000,3E161575,United States,United States,Full-Time,White,,United States,Female,No
6099f8995712d2f01608f9b5,5a72e36c6fc3c60001f97a9b,APPROVED,2021-05-11 03:23:14.283000,2021-05-11 03:27:40.993000,266.71,36,650,8,97,2021-05-14 03:00:34.965000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
6099f8bee7a10167c07f16e0,5bad8fc39c0cc900017a6a28,APPROVED,2021-05-11 03:23:45.506000,2021-05-11 03:36:59.455000,793.949,32,420,1,100,2021-05-14 03:00:37.373000,3E161575,United States,United States,Part-Time,White,English,United States,Female,No
6099f8c5bd5c8dc08d0932e2,5f587cde2fd4333e3549cb6b,APPROVED,2021-05-11 03:23:49.332000,2021-05-11 03:26:55.881000,186.549,20,309,0,100,2021-05-14 02:51:37.213000,3E161575,United States,United States,Other,Black,DATA EXPIRED,United States,Female,Yes
6099f8cf5d0682b4a88882ef,5c5f4eb61cae46000117dfd6,APPROVED,2021-05-11 03:23:59.782000,2021-05-11 03:28:29.745000,269.963,60,674,4,100,2021-05-14 02:45:37.023000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f8fb8f71e903a04c1359,5e557d323b69c3584a9f0ea4,APPROVED,2021-05-11 03:30:45.107000,2021-05-11 03:35:12.657000,267.55,27,365,1,100,2021-05-14 02:53:33.434000,3E161575,United States,United States,Unemployed (and job seeking),White,English,United States,Female,No
6099f90857bcb1b42c9ce90e,5ff40482197628a732bdf46a,APPROVED,2021-05-11 03:24:59.978000,2021-05-11 03:34:18.375000,558.397,23,354,0,100,2021-05-14 02:51:38.991000,3E161575,United States,United States,Part-Time,Black,DATA EXPIRED,United States,Female,No
6099f916a120180b3e2ee25a,5ef8e0fc2ce3c6644665e347,APPROVED,2021-05-11 03:25:16.096000,2021-05-11 03:28:38.890000,202.794,25,255,0,100,2021-05-14 02:18:07.690000,3E161575,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,No
6099f91ae8f33fceb93f52ae,5e2d295390840b3279624b90,APPROVED,2021-05-11 03:25:14.298000,2021-05-11 03:36:33.920000,679.622,69,623,1,100,2021-05-14 02:30:16.825000,3E161575,United States,United States,Part-Time,White,English,United States,Female,No
6099f91fe667e4062a1b52f6,60915cd6eef16711e2d564b5,APPROVED,2021-05-11 03:26:39.262000,2021-05-11 03:44:34.759000,1075.497,35,20,1,95,2021-05-14 02:24:44.331000,3E161575,,,,Black,,United States,Male,No
6099f931f076a9d4d4e33364,5d474d1fab2d280015bb0110,APPROVED,2021-05-11 03:25:37.615000,2021-05-11 03:33:16.220000,458.605,32,1365,0,100,2021-05-14 02:56:20.984000,3E161575,Vietnam,United States,Full-Time,Asian,Chinese,United States,Male,No
6099f94f0e22268dec982bf2,5aeaa0d7f00c7f00018f7315,APPROVED,2021-05-11 03:26:12.744000,2021-05-11 03:29:40.889000,208.145,31,277,1,100,2021-05-14 03:00:39.298000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
6099f964336f2a45c569491c,55b9a9b0fdf99b6906d2aba4,APPROVED,2021-05-11 03:26:32.787000,2021-05-11 03:41:05.683000,872.896,65,2810,1,100,2021-05-14 02:45:40.537000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
6099f9782d070bd2263bb59b,5d8a1d20d1afcb0019d7390b,APPROVED,2021-05-11 03:26:53.067000,2021-05-11 03:30:09.350000,196.283,70,1340,4,100,2021-05-14 02:45:48.311000,3E161575,United States,United States,Part-Time,White,English,United States,Male,No
6099f9859ec9657f7bae0293,5d069f2f041328001a7815be,APPROVED,2021-05-11 03:27:24.169000,2021-05-11 03:36:59.444000,575.275,78,1192,5,100,2021-05-14 02:45:53.269000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
6099f995af3ed81a67fd79c0,5d100e740277ff00152f7562,APPROVED,2021-05-11 03:27:20.861000,2021-05-11 03:30:07.527000,166.666,44,1055,2,100,2021-05-14 02:22:56.946000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
6099f99fd92e0f7b5394d51b,5a833410f49c9a0001f3744d,APPROVED,2021-05-11 03:27:27.412000,2021-05-11 03:29:12.148000,104.736,42,407,2,100,2021-05-14 02:20:11.788000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f9a54f0fceae546f8e8f,5d30eee5e7ca2e001bd4091b,APPROVED,2021-05-11 03:27:37.931000,2021-05-11 03:30:14.638000,156.707,37,1084,7,99,2021-05-14 03:00:40.841000,3E161575,United States,United States,Full-Time,White,English,United States,Female,Yes
6099f9bb36cb9d529918dd27,57dd4c6f73e67300012b7ed6,APPROVED,2021-05-11 03:27:59.888000,2021-05-11 03:31:02.068000,182.18,36,488,0,100,2021-05-14 03:00:44.258000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
6099f9bc9405a143216e2c85,5ad6b454a9ea0500019a087a,APPROVED,2021-05-11 03:28:00.851000,2021-05-11 03:31:46.567000,225.716,43,1521,2,100,2021-05-14 02:20:14.004000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
6099f9d43930782115f017b7,600e7cb355ae404b4710203b,APPROVED,2021-05-11 03:28:26.100000,2021-05-11 03:33:54.721000,328.621,48,141,1,100,2021-05-14 02:23:00.638000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Female,No
6099f9eb56467bca5a3350ec,5f27962f0bb32417731476e7,APPROVED,2021-05-11 03:28:46.269000,2021-05-11 03:30:23.653000,97.384,33,665,9,97,2021-05-14 02:55:26.041000,3E161575,United States,United States,Full-Time,Mixed,English,United States,Male,No
