StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,PID,Meta_Browser,Meta_Version,Meta_Operating System,Meta_Resolution,ImportantInformation,AmazonPayment,AmazonDelay,RedCross,Disability,ssa_optout,replacementCard,annualReminderKLEW,lt_medicare,sms_disability,lt_suspension,sms_redcross,Previously_Targeted,Lost_Money,Amount_Lost,attentionCheck,surveyArm
2021-05-14 12:39:39,2021-05-14 12:47:34,IP Address,75.109.37.170,100,474,True,2021-05-14 12:47:34,R_DSiOLCk4AUiUVpv,,,,,38.40960693359375,-81.6746978759765625,anonymous,EN,Yes,5f13cd9693d2ed043a5e7c96,Firefox,88.0,Windows NT 10.0,960x600,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Someone selling fraudulent goods or services,No,,7,notSet
2021-05-14 12:48:52,2021-05-14 12:56:25,IP Address,69.131.116.146,100,452,True,2021-05-14 12:56:26,R_3HRElZdXYn4HXtw,,,,,35.9160003662109375,-96.2241973876953125,anonymous,EN,Yes,5ba802ee60f3d5000169e5da,Chrome,90.0.4430.212,Windows NT 10.0,1920x1080,Real,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 13:14:51,2021-05-14 13:21:37,IP Address,65.130.93.157,100,405,True,2021-05-14 13:21:37,R_R2FjzTzlzZ7JRNn,,,,,40.6981048583984375,-111.99990081787109375,anonymous,EN,Yes,5ec2feeb47c4471339d3b2ce,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,Real,Real,Real,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Someone selling fraudulent goods or services,No,,7,notSet
2021-05-14 13:18:16,2021-05-14 13:24:58,IP Address,73.146.102.79,100,402,True,2021-05-14 13:24:58,R_1FnWdH8edm3z7xX,,,,,39.5084075927734375,-85.79000091552734375,anonymous,EN,Yes,5c9d2bed010c73001706aeaa,Chrome,90.0.4430.212,Windows NT 10.0,1536x864,Real,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,,,,7,notSet
2021-05-14 13:21:12,2021-05-14 13:26:48,IP Address,73.165.200.215,100,336,True,2021-05-14 13:26:48,R_32JbovRCzicuGPe,,,,,39.7384033203125,-75.6656036376953125,anonymous,EN,Yes,5dfd35cb7bf572a2bb30b26f,Safari,14.0.3,Macintosh,834x1112,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 13:28:41,2021-05-14 13:42:16,IP Address,67.10.151.59,100,814,True,2021-05-14 13:42:16,R_3RgYLIDyGIk4ebJ,,,,,26.1649932861328125,-97.98919677734375,anonymous,EN,Yes,5d14bf3449a18f0001e1e8dc,Chrome,90.0.4430.93,Windows NT 6.1,1920x1080,Real,Real,Real,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 13:35:03,2021-05-14 13:42:49,IP Address,68.196.4.182,100,465,True,2021-05-14 13:42:49,R_ROZqz32dckWwqXv,,,,,40.90020751953125,-73.78150177001953125,anonymous,EN,Yes,603d7e18a0efddc55c2c2b11,Chrome,90.0.4430.212,Windows NT 6.1,1680x1050,Fake,Real,Real,Fake,Fake,Real,Fake,Real,Real,Fake,Fake,Fake,Someone selling fraudulent goods or services,No,,7,notSet
2021-05-14 13:39:20,2021-05-14 13:42:57,IP Address,96.81.9.49,100,216,True,2021-05-14 13:42:57,R_oZePByYWQIZsUcV,,,,,30.687896728515625,-88.0457000732421875,anonymous,EN,Yes,5b66c8d4cda8590001dafb0c,Chrome,90.0.4430.212,Windows NT 10.0,1536x864,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Real,Fake,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 13:35:52,2021-05-14 13:47:37,IP Address,98.248.190.58,100,705,True,2021-05-14 13:47:37,R_6s4EVLxTZqDBqKt,,,,,38.3466949462890625,-121.951904296875,anonymous,EN,Yes,5e6bdd2a3ea572199bb7f6b6,Firefox,88.0,Windows NT 10.0,1536x864,Real,Fake,Real,Fake,Fake,Real,Real,Real,Real,Fake,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,7,notSet
2021-05-14 13:44:17,2021-05-14 13:47:53,IP Address,66.60.102.202,100,215,True,2021-05-14 13:47:53,R_3Jq7LHc1ejBkizJ,,,,,40.2328948974609375,-111.66880035400390625,anonymous,EN,Yes,608e8e5a7adf7ad18bd9b2bf,Safari,14.0.3,Macintosh,834x1194,Real,Real,Real,Real,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 13:55:40,2021-05-14 14:02:36,IP Address,24.158.184.174,100,416,True,2021-05-14 14:02:37,R_2CrFnL9O5QT1aKT,,,,,34.75689697265625,-84.7935028076171875,anonymous,EN,Yes,5d3c4728aca82300197c96db,Chrome,90.0.4430.212,Windows NT 10.0,1920x1080,Real,Real,Real,Real,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 13:57:38,2021-05-14 14:03:48,IP Address,97.120.113.173,100,370,True,2021-05-14 14:03:48,R_2R2frMasa5LzNVe,,,,,45.480499267578125,-122.63629913330078125,anonymous,EN,Yes,5e45ef4545ab320df30c78ad,Chrome,90.0.4430.100,CrOS x86_64 13816.64.0,1536x864,Real,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Someone claiming to be from the Social Security Administration (but wasn't),No,,7,notSet
2021-05-14 14:09:41,2021-05-14 14:15:06,IP Address,162.194.158.128,100,325,True,2021-05-14 14:15:06,R_C7v0dAZyRLjPcCl,,,,,41.486602783203125,-81.80370330810546875,anonymous,EN,Yes,5dbdf54d13d4c7320ab224f7,Chrome,90.0.4430.212,Windows NT 10.0,1600x900,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Someone claiming to be from the IRS (but wasn't),No,,7,notSet
2021-05-14 14:12:32,2021-05-14 14:16:58,IP Address,71.228.63.199,100,265,True,2021-05-14 14:16:59,R_3NPyqwIUmCVojio,,,,,41.9199066162109375,-88.30750274658203125,anonymous,EN,Yes,601a74c1873d982827ae254a,Chrome,90.0.4430.72,Macintosh,1440x900,Real,Real,Real,Real,Real,Fake,Fake,Real,Fake,Fake,Real,Real,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 14:29:12,2021-05-14 14:34:49,IP Address,68.109.103.194,100,337,True,2021-05-14 14:34:50,R_3FWIpfgQbuKzrCy,,,,,30.486297607421875,-87.18289947509765625,anonymous,EN,Yes,5727aecae386b9000f4000cd,Chrome,90.0.4430.212,Windows NT 10.0,1280x720,Real,Real,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,7,notSet
2021-05-14 14:29:41,2021-05-14 14:35:44,IP Address,173.216.81.112,100,362,True,2021-05-14 14:35:44,R_2VmT5VuJHBvDNqW,,,,,34.1123046875,-93.07129669189453125,anonymous,EN,Yes,6043cbd95042bc3eba7b4bc1,Chrome,90.0.4430.212,Windows NT 10.0,1440x900,Real,Fake,Real,Fake,Real,Real,Real,Fake,Real,Fake,Fake,Fake,,,,7,notSet
2021-05-14 14:35:56,2021-05-14 14:43:38,IP Address,70.120.7.69,100,461,True,2021-05-14 14:43:38,R_1ClMzlORa6t18WA,,,,,29.5442962646484375,-98.549896240234375,anonymous,EN,Yes,5e3581ed0082f15283413024,Chrome,90.0.4430.212,Windows NT 10.0,1536x864,Real,Fake,Real,Real,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from your company (but wasn't),Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 14:49:07,2021-05-14 14:53:18,IP Address,96.33.74.0,100,251,True,2021-05-14 14:53:18,R_28JbiVFQri0b7eQ,,,,,34.862701416015625,-82.318603515625,anonymous,EN,Yes,6063339a4abff1aac5723fce,Chrome,87.0.4280.101,Linux x86_64,393x851,Fake,Real,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Someone otherwise claiming to be from an organization or group they weren't really from,No,,7,notSet
2021-05-14 14:49:31,2021-05-14 14:53:56,IP Address,99.122.119.215,100,265,True,2021-05-14 14:53:57,R_2qERIilEoXUq705,,,,,35.3964996337890625,-119.126800537109375,anonymous,EN,Yes,5ef54b31234db61ac1c7fdb0,Chrome,90.0.4430.210,Android 10,393x851,Real,Fake,Real,Real,Fake,Fake,Real,Fake,Real,Fake,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,7,notSet
2021-05-14 14:58:51,2021-05-14 15:03:27,IP Address,24.6.243.205,100,275,True,2021-05-14 15:03:27,R_xDD9IwWDB02bSp3,,,,,37.6403045654296875,-122.0666961669921875,anonymous,EN,Yes,5cfa77e907f7dd0001b163b7,Chrome,90.0.4430.212,Windows NT 10.0,1920x1080,Real,Real,Real,Real,Fake,Real,Fake,Real,Real,Real,Real,Real,Other,No,,7,notSet
2021-05-14 15:00:14,2021-05-14 15:05:20,IP Address,98.237.196.138,100,306,True,2021-05-14 15:05:21,R_78lcjMqwlDXMoiB,,,,,47.7505950927734375,-122.20999908447265625,anonymous,EN,Yes,5ee7f5443496da0e8d2203b9,Chrome,90.0.4430.212,Windows NT 10.0,1280x720,Real,Fake,Real,Real,Real,Real,Fake,Fake,Real,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,7,notSet
2021-05-14 15:09:40,2021-05-14 15:15:33,IP Address,98.148.65.184,100,353,True,2021-05-14 15:15:33,R_1mKM5rw4wD0k966,,,,,33.9167938232421875,-118.34320068359375,anonymous,EN,Yes,5a4a94fef7b7bc00014e1462,Chrome,90.0.4430.100,CrOS x86_64 13816.64.0,1366x768,Real,Real,Real,Fake,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 15:09:18,2021-05-14 15:16:53,IP Address,108.4.69.49,100,455,True,2021-05-14 15:16:54,R_2TKL9wqJa2VosUa,,,,,37.511505126953125,-77.56620025634765625,anonymous,EN,Yes,5fb3d71c3144730009fe4a7b,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,Real,Fake,Real,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,7,notSet
2021-05-14 15:09:27,2021-05-14 15:20:26,IP Address,75.170.88.109,100,658,True,2021-05-14 15:20:26,R_3jd0s3swQ9VXVEb,,,,,36.4871063232421875,-76.11460113525390625,anonymous,EN,Yes,5f1dea279f4818757f07f087,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,Fake,Real,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,7,notSet
2021-05-14 15:24:27,2021-05-14 15:30:01,IP Address,71.76.179.67,100,334,True,2021-05-14 15:30:02,R_2Eux09Pswmyj9ED,,,,,36.0019989013671875,-80.000396728515625,anonymous,EN,Yes,6095ec160f743e541825a229,Chrome,90.0.4430.212,Windows NT 10.0,1920x1080,Real,Fake,Real,Real,Fake,Real,Real,Real,Real,Fake,Fake,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 15:25:27,2021-05-14 15:32:40,IP Address,174.208.231.177,100,433,True,2021-05-14 15:32:40,R_28BYL7tCJuDTQ9i,,,,,41.902496337890625,-87.67259979248046875,anonymous,EN,Yes,606609111ba10f35596db018,Edge,90.0.818.56,Windows NT 10.0,1366x768,Real,Real,Real,Real,Fake,Fake,Real,Real,Fake,Fake,Fake,Real,,,,7,notSet
2021-05-14 15:37:25,2021-05-14 15:41:17,IP Address,71.178.215.67,100,232,True,2021-05-14 15:41:18,R_plTOpsVYTGG7BZL,,,,,38.8173065185546875,-77.290496826171875,anonymous,EN,Yes,607e09e1df0ec20bddab1815,Chrome,89.0.4389.128,Windows NT 10.0,1977x1112,Real,Real,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,7,notSet
2021-05-14 15:36:25,2021-05-14 15:41:35,IP Address,74.108.74.135,100,310,True,2021-05-14 15:41:35,R_1MMxrxLbgoZFVhc,,,,,40.694000244140625,-73.9900970458984375,anonymous,EN,Yes,5ffef0a1255d0c5fd3bdfd6a,Chrome,89.0.4389.90,Macintosh,1440x900,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 15:37:12,2021-05-14 15:43:35,IP Address,73.198.60.74,100,382,True,2021-05-14 15:43:35,R_31a5FPVkXkH5Otl,,,,,39.3773040771484375,-74.61229705810546875,anonymous,EN,Yes,5a876665ae9a0b0001a9fbe3,Firefox,88.0,Windows NT 10.0,1920x1080,Real,Fake,Real,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 15:36:45,2021-05-14 15:45:59,IP Address,70.190.176.74,100,553,True,2021-05-14 15:45:59,R_1FPbqvI3wgF2yD3,,,,,33.636199951171875,-112.09079742431640625,anonymous,EN,Yes,5b566435d8348500012d2d65,Chrome,90.0.4430.212,Windows NT 10.0,1280x1024,Fake,Fake,Real,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Someone claiming to be from the IRS (but wasn't),No,,7,notSet
2021-05-14 15:38:20,2021-05-14 15:52:04,IP Address,74.98.3.223,100,823,True,2021-05-14 15:52:04,R_bOVVHXixFIMCTv3,,,,,40.89739990234375,-77.7722015380859375,anonymous,EN,Yes,5ee4b29de1640f1bc85da97b,Chrome,90.0.4430.212,Windows NT 6.1,1536x864,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Someone selling fraudulent goods or services,No,,7,notSet
2021-05-14 15:36:03,2021-05-14 15:53:30,IP Address,71.13.226.186,100,1046,True,2021-05-14 15:53:30,R_1LFhX5mUhXEu0MU,,,,,42.45440673828125,-85.59940338134765625,anonymous,EN,Yes,5e954bac8099ec8c18ba2b69,Chrome,90.0.4430.86,CrOS x86_64 13816.55.0,1241x698,Real,Real,Real,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 15:08:41,2021-05-14 16:06:59,IP Address,172.58.158.206,100,3497,True,2021-05-14 16:06:59,R_VVJ0R6Bg16sa5a1,,,,,35.252197265625,-80.82630157470703125,anonymous,EN,Yes,5fc4675eac1a5c78cda54009,Edge,90.0.818.62,Windows NT 10.0,1536x864,Real,Real,Real,Fake,Fake,Real,Real,Real,Fake,Fake,Fake,Real,Someone selling fraudulent goods or services,No,,7,notSet
2021-05-14 16:04:07,2021-05-14 16:09:24,IP Address,73.213.114.10,100,316,True,2021-05-14 16:09:24,R_3CPjmOi6PQMZ0TO,,,,,39.4427032470703125,-77.55419921875,anonymous,EN,Yes,5d27db3d44cdee000184f4eb,Chrome,90.0.4430.212,Windows NT 10.0,1920x1080,Real,Real,Real,Real,Fake,Real,Real,Fake,Fake,Fake,Real,Fake,Someone otherwise claiming to be from an organization or group they weren't really from,No,,7,notSet
2021-05-14 16:13:14,2021-05-14 16:17:14,IP Address,104.15.55.104,100,239,True,2021-05-14 16:17:14,R_3R301kUK5Hd2LOX,,,,,36.37249755859375,-96.0117034912109375,anonymous,EN,Yes,5fbb2540b981f7c1e0fca5ff,Chrome,90.0.4430.212,Windows NT 10.0,1920x1080,Real,Real,Fake,Fake,Real,Real,Fake,Real,Real,Fake,Fake,Real,Someone claiming to be from the Social Security Administration (but wasn't),No,,7,notSet
2021-05-14 16:11:57,2021-05-14 16:20:01,IP Address,75.108.80.4,100,483,True,2021-05-14 16:20:01,R_12P9BQBZnnYvjmZ,,,,,30.305206298828125,-95.4552001953125,anonymous,EN,Yes,602b456e7cdd702772f52e13,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,Real,Real,Real,Real,Fake,Real,Real,Real,Real,Fake,Fake,Fake,Someone claiming to be from the Social Security Administration (but wasn't),No,,7,notSet
2021-05-14 16:22:57,2021-05-14 16:34:33,IP Address,173.72.127.94,100,696,True,2021-05-14 16:34:34,R_1F53MEbmV5oUBs7,,,,,39.948394775390625,-74.9875030517578125,anonymous,EN,Yes,5f508a49e247cd1ff3485af3,Chrome,90.0.4430.212,Windows NT 10.0,1920x1080,Real,Fake,Real,Fake,Fake,Real,Real,Real,Fake,Fake,Fake,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 16:20:39,2021-05-14 16:36:21,IP Address,174.57.124.67,100,941,True,2021-05-14 16:36:21,R_3flxG5mMvahB7sB,,,,,40.7642974853515625,-74.14800262451171875,anonymous,EN,Yes,5ba345bcf07414000106135e,Firefox,88.0,Windows NT 6.1,1920x1080,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from your company (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 16:34:01,2021-05-14 16:37:36,IP Address,72.179.163.43,100,214,True,2021-05-14 16:37:36,R_3oEEJpkMv5HYFCk,,,,,29.5652008056640625,-98.614501953125,anonymous,EN,Yes,5cc8d13d3a83c10016094045,Chrome,88.0.4324.192,Macintosh,1024x640,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 17:04:39,2021-05-14 17:10:13,IP Address,69.21.43.33,100,334,True,2021-05-14 17:10:14,R_2UaxKnPh8TuE46N,,,,,39.1862030029296875,-83.94809722900390625,anonymous,EN,Yes,5f402eb4fbd8df145068b805,Chrome,90.0.4430.212,Windows NT 10.0,1600x900,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 17:06:17,2021-05-14 17:11:41,IP Address,173.46.101.14,100,324,True,2021-05-14 17:11:42,R_2e9ZltA3Rpg1yNN,,,,,42.0095977783203125,-73.90850067138671875,anonymous,EN,Yes,5bc648a58fc1350001d0b725,Chrome,90.0.4430.212,Windows NT 10.0,1536x864,Real,Fake,Real,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 17:14:28,2021-05-14 17:23:02,IP Address,67.40.194.249,100,514,True,2021-05-14 17:23:02,R_2a9ObwQOOogzqoQ,,,,,47.3600006103515625,-122.60150146484375,anonymous,EN,Yes,5bde6c564842880001308324,Chrome,90.0.4430.212,Windows NT 10.0,1093x615,Fake,Fake,Real,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Real,Someone claiming to be from the IRS (but wasn't),No,,7,notSet
2021-05-14 17:23:59,2021-05-14 17:32:22,IP Address,184.152.219.21,100,502,True,2021-05-14 17:32:22,R_3I9r0I61c7KcVLI,,,,,40.731597900390625,-73.99849700927734375,anonymous,EN,Yes,5dcf3f72c0823f08df81f18f,Edge,90.0.818.56,Windows NT 10.0,1536x864,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,7,notSet
2021-05-14 17:20:37,2021-05-14 17:35:11,IP Address,174.203.66.155,100,873,True,2021-05-14 17:35:11,R_3eqyNvRT1OIpQk6,,,,,29.981292724609375,-90.16629791259765625,anonymous,EN,Yes,6099ce5fddb42e2091c7774b,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 17:42:39,2021-05-14 17:46:00,IP Address,66.234.211.119,100,200,True,2021-05-14 17:46:00,R_1q8I7NsMH463Xct,,,,,37.95770263671875,-122.0756988525390625,anonymous,EN,Yes,5ec65717c3f23402bd723985,Safari iPhone,14.0.3,iPhone,414x896,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 17:23:45,2021-05-14 17:53:18,IP Address,68.172.47.172,100,1773,True,2021-05-14 17:53:19,R_yXa72UngPG8yQzT,,,,,43.4394073486328125,-76.4613037109375,anonymous,EN,Yes,5d3356323e1190001909339b,Chrome,90.0.4430.212,Windows NT 10.0,943x531,Real,Fake,Real,Real,Fake,Real,Real,Real,Real,Fake,Fake,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 18:17:46,2021-05-14 18:25:53,IP Address,166.205.153.49,100,487,True,2021-05-14 18:25:54,R_33x0987onhxBfmU,,,,,39.994293212890625,-75.11810302734375,anonymous,EN,Yes,5fc76a415002cb02da36e980,Chrome,90.0.4430.91,Android 10,360x800,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,7,notSet
2021-05-14 18:23:04,2021-05-14 18:28:16,IP Address,98.11.67.191,100,311,True,2021-05-14 18:28:16,R_3G3v1J0kaYWj08T,,,,,43.560394287109375,-76.11660003662109375,anonymous,EN,Yes,602a01c44980dd9a600e58f2,Chrome,89.0.4389.128,Linux,360x720,Fake,Real,Fake,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 18:27:17,2021-05-14 18:34:47,IP Address,71.213.162.24,100,450,True,2021-05-14 18:34:47,R_3jcByRxrmH1hnT6,,,,,40.38690185546875,-82.4900970458984375,anonymous,EN,Yes,5dd406d9c23e0d3e6dacc034,Firefox,88.0,Windows NT 6.1,1280x720,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 18:48:04,2021-05-14 19:00:16,IP Address,73.99.232.113,100,731,True,2021-05-14 19:00:16,R_DwufpGwQVINnpNn,,,,,37.38250732421875,-79.21810150146484375,anonymous,EN,Yes,5fd43da30be3161b9a3ec2d6,Firefox,88.0,Windows NT 10.0,1366x768,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 18:47:57,2021-05-14 19:03:02,IP Address,158.115.183.215,100,904,True,2021-05-14 19:03:02,R_3Kvl1253iWEM2ej,,,,,33.9416046142578125,-80.3202972412109375,anonymous,EN,Yes,5dc9f3a0e2633171257d503e,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,Fake,Real,Fake,Real,Real,Fake,Fake,Real,Fake,Fake,Real,Real,Someone claiming to be from your company (but wasn't),No,,7,notSet
2021-05-14 19:14:20,2021-05-14 19:16:45,IP Address,107.12.154.128,100,144,True,2021-05-14 19:16:45,R_8Idq61D3ri76Jep,,,,,34.7769927978515625,-77.37689971923828125,anonymous,EN,Yes,5fa8b4123a3f0d7a4aab8ef3,Edge,90.0.818.56,Windows NT 10.0,1366x768,Real,Real,Real,Real,Real,Fake,Fake,Fake,Real,Fake,Real,Fake,,,,7,notSet
2021-05-14 19:06:53,2021-05-14 19:18:26,IP Address,75.132.105.35,100,693,True,2021-05-14 19:18:27,R_2znBMO7IjUsIbFu,,,,,38.575897216796875,-90.51670074462890625,anonymous,EN,Yes,6082249a001f42155fac637d,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
2021-05-14 19:15:36,2021-05-14 19:18:53,IP Address,174.202.73.201,100,196,True,2021-05-14 19:18:53,R_1pxpu73FWIHIkW3,,,,,39.8079071044921875,-86.09490203857421875,anonymous,EN,Yes,5def2693ac00aa5c27166356,Safari,14.0.3,Macintosh,1440x900,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,7,notSet
